fund_id,fund_name,one_month,three_month,six_month,one_year,three_year,from_start
001241,国寿安保中证500ETF联接,-0.28%,-6.24%,-7.09%,0.09%,--,-43.92%
001249,易方达新利灵活配置混合,2.65%,3.44%,4.23%,5.86%,--,8.40%
001251,天弘现金管家货币D,0.30%,0.91%,1.69%,2.85%,--,5.54%
001244,华泰柏瑞量化智慧混合,3.18%,0.75%,3.79%,20.90%,--,9.93%
001250,天弘新活力混合,0.94%,2.21%,1.87%,4.75%,--,8.55%
001256,泓德优选成长混合,1.77%,0.29%,-0.35%,9.44%,--,13.60%
001252,中海进取收益混合,1.65%,0.58%,0.77%,3.46%,--,4.80%
001253,建信回报灵活配置混合,1.76%,2.23%,2.43%,4.47%,--,9.80%
001255,长城改革红利混合,-1.94%,-9.95%,-12.62%,-5.99%,--,-29.40%
001254,泰达宏利新起点混合A,1.39%,2.05%,3.20%,5.58%,--,9.70%
001259,德邦鑫星稳健灵活配置混合,3.13%,3.40%,-2.40%,-5.20%,--,-5.39%
001257,兴业收益增强债券A,0.90%,0.99%,0.99%,7.37%,--,12.20%
001263,大成景穗灵活配置混合A,3.81%,3.81%,2.90%,2.21%,--,6.30%
001262,大成景明灵活配置混合A,0.29%,0.77%,2.46%,4.62%,--,4.20%
001260,广发安心混合,1.99%,1.99%,1.80%,4.07%,--,7.40%
001261,中融新机遇混合,0.40%,-1.09%,-0.60%,1.53%,--,-0.40%
001264,银华恒利灵活配置混合A,1.11%,0.70%,0.30%,2.74%,--,6.34%
001258,兴业收益增强债券C,0.82%,0.82%,0.63%,6.73%,--,11.00%
001265,国泰兴益灵活配置混合A,2.35%,2.54%,2.16%,5.63%,--,8.80%
001266,国投瑞银招财混合,0.00%,0.58%,1.66%,3.06%,--,4.30%
001267,泰达宏利蓝筹混合,4.08%,3.35%,5.39%,3.16%,--,-41.30%
001268,富国国家安全主题混合,1.50%,-7.00%,-9.21%,-14.06%,--,-38.90%
001271,英大灵活配置混合型发起式B,2.08%,2.22%,2.22%,4.88%,--,8.24%
001274,民生加银新动力混合D,0.00%,0.00%,0.00%,0.00%,--,0.00%
001270,英大灵活配置混合型发起式A,2.12%,2.34%,2.47%,5.43%,--,9.22%
001276,建信新经济灵活配置混合,1.26%,2.28%,4.68%,10.26%,--,-19.40%
001272,兴业聚利灵活配置混合,0.20%,-0.99%,-1.06%,8.18%,--,49.50%
001273,民生加银新动力混合A,0.84%,0.84%,1.32%,7.06%,--,7.60%
001277,博时国企改革股票,1.56%,-6.01%,-6.01%,7.71%,--,-21.80%
001275,中邮创新优势灵活配置混合,-5.94%,-19.46%,-24.87%,-29.11%,--,-16.00%
001278,前海开源清洁能源混合A,1.99%,3.55%,4.46%,22.58%,--,18.78%
001283,红塔红土盛金新动力混合A,3.11%,1.89%,2.89%,3.88%,--,10.03%
001282,华安新机遇保本混合,1.20%,0.00%,-0.39%,-0.88%,1.20%,--
001280,银华聚利灵活配置混合A,1.57%,1.39%,1.04%,2.64%,--,16.50%
001281,长安鑫利优选混合A,12.41%,17.94%,23.94%,24.40%,--,34.10%
001279,中海积极增利混合,-1.46%,-3.12%,-6.81%,-7.02%,--,-19.20%
001285,易方达新鑫混合I,2.36%,4.45%,5.92%,8.99%,--,12.70%
001284,红塔红土盛金新动力混合C,3.09%,1.82%,2.80%,3.79%,--,2.50%
001286,易方达新鑫混合E,2.29%,4.39%,5.77%,8.65%,--,11.80%
001287,安信优势增长混合A,6.14%,2.67%,3.99%,8.28%,--,15.64%
001295,大成景源灵活配置混合A,0.99%,1.45%,1.36%,0.99%,--,11.80%
001289,银华汇利灵活配置混合A,1.11%,1.26%,1.11%,1.34%,--,28.10%
001290,广发安泰混合,1.04%,1.23%,1.13%,2.59%,--,7.00%
001294,新华战略新兴产业灵活配置混合,-0.62%,-9.51%,-6.44%,-10.73%,--,-20.10%
001296,长城转型成长灵活配置混合,0.40%,--,--,--,--,0.50%
001291,大摩量化多策略股票,-1.18%,-11.40%,-12.49%,-0.96%,--,-7.50%
001297,平安大华智慧中国混合,3.91%,-3.80%,-8.43%,-13.21%,--,-46.80%
001298,金鹰民族新兴混合,1.11%,-2.52%,-0.69%,0.90%,--,0.40%
001299,兴业添利债券,-0.20%,-0.30%,-0.98%,0.99%,--,7.62%
001303,银华稳利灵活配置混合A,7.66%,8.07%,7.14%,9.46%,--,11.10%
001301,大成睿景灵活配置混合C,0.86%,-0.28%,-6.77%,-2.77%,--,-29.80%
001300,大成睿景灵活配置混合A,0.99%,-0.14%,-6.42%,-2.06%,--,-28.60%
001305,九泰天富改革混合,0.16%,-8.49%,-10.63%,-15.89%,--,-38.60%
001304,建信鑫安回报灵活配置混合,0.29%,0.56%,1.11%,3.49%,--,10.01%
001302,前海开源金银珠宝混合A,-3.45%,-13.82%,-18.76%,-18.28%,--,-2.10%
001308,博时外服货币,0.37%,1.08%,1.89%,3.34%,--,6.40%
001311,华安新回报灵活配置混合,0.94%,1.32%,1.22%,4.26%,--,7.80%
001313,上投摩根智慧互联股票,0.60%,1.05%,-2.75%,-8.94%,--,-32.80%
001309,东方红睿逸定期开放混合,3.34%,6.14%,6.43%,12.23%,--,17.50%
001312,华安新优选灵活配置混合A,0.00%,-0.19%,0.10%,1.88%,--,2.80%
001310,华泰柏瑞行业竞争优势混合,3.38%,4.00%,--,--,--,8.34%
001307,中欧永裕混合C,3.24%,-0.81%,-3.37%,2.62%,--,-13.90%
001306,中欧永裕混合A,3.30%,-0.68%,-2.99%,3.42%,--,-12.40%
001314,易方达新益混合I,1.38%,2.29%,3.22%,7.01%,--,25.10%
001315,易方达新益混合E,1.33%,2.20%,3.34%,7.05%,--,67.10%
001316,安信稳健增值混合A,1.01%,2.10%,1.99%,6.94%,--,12.50%
001318,东方新策略灵活配置混合A,0.08%,-0.81%,-1.69%,0.53%,--,3.88%
001320,工银丰盈回报灵活配置混合,2.43%,1.06%,1.06%,2.03%,--,5.30%
001319,农银信息传媒股票,4.65%,0.74%,-3.28%,-7.54%,--,-24.79%
001323,东吴移动互联A,0.94%,2.09%,6.02%,8.04%,--,7.50%
001321,兴业聚优灵活配置混合,-1.87%,-2.29%,-0.60%,3.04%,--,15.30%
001322,东吴新趋势,0.15%,-8.14%,-11.34%,-15.27%,--,-31.20%
001324,华宝新价值混合,1.01%,1.79%,2.17%,4.55%,--,8.08%
001327,鹏华弘华混合A,1.88%,1.57%,0.87%,3.02%,--,9.74%
001326,鹏华弘和混合C,1.61%,1.33%,0.57%,2.45%,--,5.11%
001329,鹏华弘实混合A,0.63%,0.19%,-1.11%,2.74%,--,7.45%
001331,鹏华弘信混合A,1.72%,1.79%,0.88%,3.33%,--,17.69%
001328,鹏华弘华混合C,1.87%,1.50%,0.72%,2.71%,--,-6.76%
001325,鹏华弘和混合A,2.22%,1.99%,1.30%,3.34%,--,6.67%
001330,鹏华弘实混合C,0.62%,0.16%,-1.22%,2.51%,--,14.64%
001336,鹏华弘益混合A,1.36%,1.19%,0.97%,3.37%,--,6.76%
001335,南方利众A,0.09%,-0.70%,-0.18%,4.22%,--,13.50%
001332,鹏华弘信混合C,1.69%,1.69%,0.65%,2.20%,--,6.14%
001333,大成景鹏灵活配置混合A,0.09%,0.44%,2.07%,6.29%,--,13.20%
001334,南方利鑫A,0.83%,1.30%,1.87%,4.32%,--,8.70%
001338,安信稳健增值混合C,0.97%,1.72%,1.54%,6.13%,--,15.05%
001339,兴银鼎新灵活配置混合,1.51%,0.00%,0.70%,9.90%,--,6.49%
001337,鹏华弘益混合C,1.34%,1.11%,0.82%,3.05%,--,5.33%
001342,易方达新享混合A,2.12%,3.53%,5.28%,7.01%,--,49.60%
001341,华泰柏瑞惠利灵活混合C,-0.66%,-4.65%,-8.51%,-5.25%,--,-9.70%
001345,富国新收益灵活配置混合A,2.33%,3.10%,4.58%,6.61%,--,9.70%
001348,大摩新机遇混合,3.45%,1.70%,2.66%,6.83%,--,7.90%
001343,易方达新享混合C,2.15%,3.50%,5.10%,6.32%,--,9.30%
001349,富国改革动力混合,-2.40%,-7.36%,-11.96%,-8.10%,--,-30.80%
001347,富国新收益灵活配置混合C,2.20%,2.93%,4.32%,6.03%,--,16.00%
001351,诺安中证500ETF联接,-0.53%,-6.51%,-7.78%,-1.53%,--,-17.80%
001340,华泰柏瑞惠利灵活混合A,-0.53%,-4.55%,-8.34%,-4.74%,--,-5.50%
001352,民生加银新战略混合,1.71%,2.00%,1.61%,9.17%,--,7.10%
001356,广发聚泰混合C,1.15%,2.03%,3.24%,5.41%,--,5.30%
001358,宝盈祥泰养老混合,0.29%,0.00%,-0.67%,0.29%,--,4.10%
001357,泓德泓富混合A,1.52%,1.60%,0.30%,11.42%,--,15.32%
001359,国联安添鑫灵活配置混合A,5.00%,-0.80%,-3.03%,-1.72%,--,1.62%
001355,广发聚泰混合A,1.89%,2.81%,4.19%,6.43%,--,24.20%
001363,长城久惠保本,0.20%,0.20%,-0.20%,-0.69%,0.10%,--
001362,景顺长城领先回报混合A,1.45%,2.47%,3.70%,9.25%,--,12.20%
001366,金鹰产业整合混合,-0.87%,-12.03%,-11.92%,-14.14%,--,-32.00%
001364,大成景润灵活配置混合,1.71%,0.30%,--,--,--,1.00%
001365,大成正向回报灵活配置混合,0.58%,2.51%,3.58%,7.43%,--,-30.60%
001367,德邦新添利债券A,1.80%,2.19%,2.39%,3.17%,--,15.64%
001370,中银新趋势混合,0.97%,1.96%,0.48%,1.46%,--,4.30%
001368,兴业稳固收益一年理财债券,0.30%,0.89%,1.79%,2.91%,--,2.91%
001369,兴业稳固收益两年理财债券,0.20%,0.70%,1.30%,2.51%,--,5.08%
001373,易方达新丝路灵活配置混合,3.12%,3.70%,4.45%,5.20%,--,-27.20%
001361,景顺中证TMT150ETF联接,2.33%,-2.39%,-6.38%,-5.77%,--,-42.80%
001374,华夏现金增利货币B,0.31%,0.89%,1.41%,2.78%,--,6.32%
001371,富国沪港深价值混合,3.46%,9.52%,14.67%,27.51%,--,19.60%
001379,景顺长城领先回报混合C,1.43%,2.41%,3.57%,8.04%,--,27.60%
001381,鹏华弘泽混合C,0.21%,0.30%,0.59%,2.63%,--,7.46%
001375,金元顺安保本混合C,6.71%,0.63%,4.90%,4.61%,4.61%,--
001378,中融新产业灵活配置混合C
001377,中融新产业灵活配置混合A
001376,泓德泓富混合C,1.48%,1.46%,0.05%,10.95%,--,14.61%
001380,鹏华弘盛混合C,1.33%,1.11%,1.26%,3.61%,--,53.69%
001384,东方新思路混合A,5.85%,4.85%,0.24%,2.19%,--,-17.12%
001386,天弘弘运宝货币A,0.27%,0.71%,1.19%,2.48%,--,4.04%
001385,东方新思路混合C,5.82%,4.74%,0.04%,1.81%,--,-17.78%
001390,中融新优势混合C,0.19%,0.67%,1.16%,3.26%,--,4.50%
001387,中融新经济混合A,-0.51%,118.93%,118.48%,116.08%,--,116.30%
001388,中融新经济混合C,-0.63%,12.39%,12.04%,10.81%,--,10.70%
001391,天弘弘运宝货币B,0.24%,0.64%,1.07%,2.22%,--,3.57%
001389,中融新优势混合A,0.18%,0.83%,1.78%,6.88%,--,8.80%
001392,国富金融地产混合A,4.46%,5.97%,5.66%,9.12%,--,10.10%
001393,国富金融地产混合C,4.32%,6.15%,5.74%,8.81%,--,8.70%
001394,博时新趋势混合A,3.31%,-4.67%,-4.45%,-1.31%,--,2.03%
001395,博时新趋势混合C,1.24%,-6.61%,-6.43%,-0.24%,--,-0.16%
001397,建信精工制造指数增强,1.51%,-1.78%,0.08%,21.19%,--,9.65%
001400,安信鑫安得利混合C,0.91%,1.15%,0.27%,5.03%,--,10.60%
001396,建信互联网+产业升级股票,4.91%,2.32%,-4.34%,-4.99%,--,-29.50%
001399,安信鑫安得利混合A,0.93%,1.21%,0.36%,5.28%,--,11.70%
001398,华泰柏瑞健康生活混合,3.50%,4.08%,4.38%,4.97%,--,-26.10%
001401,德邦如意货币,0.31%,0.95%,1.71%,3.06%,--,3.61%
001403,招商国企改革主题混合基金,-1.48%,-5.88%,-7.78%,-5.88%,--,-13.50%
001402,信诚新选混合A,1.42%,1.13%,1.61%,4.47%,--,7.40%
001408,建信鑫丰回报灵活配置混合A,0.16%,0.07%,-0.17%,0.83%,--,5.53%
001405,东方红策略精选混合A,0.81%,1.15%,1.12%,4.32%,--,8.91%
001406,东方红策略精选混合C,0.77%,1.03%,0.86%,3.79%,--,3.48%
001407,景顺长城稳健回报混合C,0.28%,1.03%,0.84%,2.67%,--,5.59%
001404,招商移动互联网产业股票基金,-1.26%,-6.12%,-11.31%,-17.72%,--,-29.40%
001410,信达澳银新能源产业股票,1.63%,2.95%,7.72%,16.73%,--,18.60%
001409,工银互联网加股票,2.44%,-5.62%,-14.63%,-17.32%,--,-58.00%
001413,中融新动力混合A,0.38%,0.95%,1.33%,3.20%,--,6.50%
001411,诺安创新驱动混合A,0.90%,0.29%,0.39%,2.35%,--,5.01%
001412,德邦鑫星价值灵活配置混合A,1.92%,3.06%,3.62%,7.12%,--,7.48%
001414,中融新动力混合C,0.39%,0.87%,1.07%,2.56%,--,4.00%
001415,信诚新锐混合A,0.43%,0.32%,-1.69%,3.56%,--,-6.80%
001416,嘉实事件驱动股票,1.65%,-3.84%,-6.53%,1.52%,--,-19.90%
001417,汇添富医疗服务混合,3.26%,1.73%,-4.30%,-0.12%,--,-17.60%
001418,泰达宏利创益混合A,1.32%,1.61%,2.09%,5.08%,--,7.50%
001421,南方量化成长,-2.48%,-14.02%,-14.72%,1.33%,--,14.10%
001420,南方大数据300A,6.86%,4.07%,4.67%,21.31%,--,7.04%
001423,景顺长城安享回报混合C,1.23%,1.70%,1.80%,4.88%,--,7.40%
001424,博时新起点混合A,3.97%,5.13%,3.88%,8.01%,--,8.72%
001419,泰达宏利新思路混合A,1.65%,2.15%,2.47%,5.45%,--,8.61%
001425,博时新起点混合C,3.96%,5.10%,3.80%,7.81%,--,7.50%
001422,景顺长城安享回报混合A,1.31%,1.78%,1.88%,5.14%,--,8.50%
001426,南方大数据300C,6.84%,4.01%,4.52%,20.93%,--,6.44%
001430,中邮乐享收益灵活配置混合,1.17%,2.27%,2.73%,6.21%,--,12.80%
001431,方正富邦优选灵活配置混合A,3.74%,3.74%,5.60%,9.64%,--,-11.30%
001428,工银保本混合B,3.77%,-0.09%,-0.62%,2.55%,3.39%,--
001427,招商丰泽混合A,1.72%,2.84%,2.65%,4.86%,--,12.20%
001429,博时新财富混合A,0.12%,0.25%,0.27%,6.21%,--,9.50%
001433,易方达瑞景混合,3.14%,4.89%,5.20%,5.73%,--,5.20%
001438,易方达瑞享混合E,-4.79%,-6.89%,-5.13%,-0.09%,--,5.40%
001445,华安国企改革主题灵活配置混合,1.17%,-3.69%,-4.92%,3.99%,--,12.20%
001437,易方达瑞享混合I,-4.83%,-6.84%,-4.97%,0.08%,--,28.10%
001446,招商丰泽混合C,1.72%,2.75%,2.37%,4.37%,--,12.20%
001451,东方稳定增利债券C,-0.26%,-1.87%,-1.49%,2.76%,--,4.56%
001449,华商双驱优选混合,0.78%,-2.16%,-3.38%,9.69%,--,24.06%
001443,易方达瑞选灵活配置混合I,1.03%,1.98%,2.66%,6.30%,--,8.00%
001454,鹏华弘鑫混合C,1.11%,0.59%,-0.13%,2.21%,--,4.53%
001453,鹏华弘鑫混合A,1.11%,0.64%,-0.01%,2.53%,--,5.54%
001444,易方达瑞选灵活配置混合E,0.94%,2.00%,2.49%,6.05%,--,7.00%
001455,景顺长城中证500ETF联,-0.13%,-6.98%,-8.30%,-2.28%,--,-22.70%
001450,东方稳定增利债券A,-0.22%,-1.75%,-1.28%,3.20%,--,5.28%
001447,天弘惠利混合,1.75%,2.91%,3.72%,6.12%,--,11.14%
001456,华泰柏瑞制造2025混合A,3.71%,2.10%,0.66%,-3.46%,--,-7.80%
001448,华商双翼平衡混合,0.72%,-2.71%,-2.62%,1.64%,--,11.30%
001459,广发中证全指原材料联接A,-1.27%,-9.02%,-7.96%,3.54%,--,0.65%
001460,广发中证全指能源ETF联接,2.26%,-3.92%,-3.57%,11.63%,--,-18.90%
001457,华商新常态混合,-1.41%,-5.31%,-4.82%,-5.21%,--,15.44%
001458,广发中证全指主要消费联接A,5.45%,0.67%,1.79%,12.47%,--,15.02%
001463,光大一带一路混合,2.67%,0.57%,3.03%,13.46%,--,-11.50%
001464,光大鼎鑫混合A,0.87%,1.07%,0.48%,3.28%,--,3.80%
001467,华富永鑫灵活配置混合C,2.73%,3.02%,4.21%,8.13%,--,9.00%
001468,广发改革混合,0.67%,-4.97%,-6.75%,-13.15%,--,-25.40%
001466,华富永鑫灵活配置混合A,2.68%,3.06%,4.22%,8.50%,--,11.10%
001471,融通新能源灵活配置混合,1.41%,1.50%,3.41%,23.45%,--,15.30%
001469,广发中证全指金融地产联接A,8.03%,3.98%,1.62%,13.01%,--,-5.78%
001470,融通通鑫灵活配置混合,0.70%,0.39%,0.98%,2.08%,--,3.51%
001475,易方达国防军工混合,0.84%,-4.67%,-5.10%,-5.42%,--,-16.30%
001474,兴银丰盈灵活配置,2.67%,1.45%,1.88%,3.65%,--,19.20%
001477,泰康薪意保货币A,0.32%,0.98%,1.72%,2.97%,--,5.77%
001473,建信大安全战略精选股票,3.89%,2.20%,5.29%,20.33%,--,22.50%
001476,中银智能制造股票,0.94%,0.40%,0.00%,0.81%,--,-25.10%
001478,泰康薪意保货币B,0.34%,1.04%,1.84%,3.22%,--,6.27%
001479,中邮风格轮动灵活配置混合,2.53%,0.10%,-4.61%,-7.84%,--,8.75%
001480,财通成长优选混合,3.42%,4.15%,3.78%,-1.24%,--,-12.20%
001482,上投摩根新兴服务股票,4.61%,6.85%,5.94%,4.28%,--,-0.20%
001483,天弘喜利灵活配置混合,1.15%,1.49%,2.48%,--,--,2.82%
001486,天弘鑫安宝保本
001485,华安添颐养老混合,0.19%,0.39%,-0.29%,1.27%,--,3.90%
001488,万家瑞丰灵活配置混合A,1.05%,0.88%,1.36%,7.45%,--,9.81%
001481,华宝兴业标普油气上游股票美元,-10.35%,-12.15%,-26.63%,-15.45%,--,-34.33%
001484,天弘新价值混合,0.52%,0.86%,1.13%,5.67%,--,9.52%
001491,国泰生益灵活配置混合A,3.27%,0.62%,1.28%,14.01%,--,15.15%
001487,宝盈优势产业混合,8.06%,9.73%,2.16%,9.73%,--,13.04%
001489,万家瑞丰灵活配置混合C,0.89%,0.68%,1.08%,4.68%,--,6.70%
001490,汇添富国企创新股票,3.37%,-0.21%,-6.13%,2.59%,--,-5.00%
001492,鹏华弘锐混合A,1.27%,1.01%,0.45%,2.53%,--,5.74%
001493,鹏华弘锐混合C,1.25%,0.94%,0.30%,2.24%,--,81.09%
001497,大成月添利债券E,0.28%,0.85%,1.69%,3.05%,--,6.28%
001494,信诚新鑫混合A,0.62%,0.07%,-0.34%,1.97%,--,45.00%
001496,工银聚焦30股票,-3.11%,-11.78%,-13.83%,-12.47%,--,-22.10%
001499,国投瑞银新增长混合,1.51%,1.22%,1.89%,5.46%,--,10.46%
001500,泓德远见回报混合,1.31%,-1.51%,-1.26%,5.68%,--,20.26%
001498,建信鑫荣回报灵活配置混合,1.54%,2.10%,--,--,--,2.67%
001495,东方新价值混合A,1.36%,0.64%,0.01%,2.69%,--,9.79%
001501,招商丰裕混合A,0.96%,-0.19%,-0.94%,1.44%,--,5.50%
001504,南方利淘C,1.01%,1.67%,2.62%,5.48%,--,8.83%
001507,景顺长城泰和回报混合C,1.13%,2.00%,2.10%,4.90%,--,5.83%
001506,景顺长城泰和回报混合A,1.22%,1.99%,2.19%,5.08%,--,7.50%
001503,南方利鑫C,0.83%,1.30%,1.87%,4.32%,--,7.94%
001502,招商丰裕混合C,0.96%,-0.19%,-1.13%,0.96%,--,5.20%
001505,南方利众C,0.00%,-0.88%,-0.44%,3.76%,--,12.66%
001510,富国新动力灵活配置混合C,1.74%,3.00%,4.19%,2.01%,--,16.90%
001508,富国新动力灵活配置混合A,1.91%,3.16%,4.44%,2.35%,--,17.60%
001511,兴全新视野定开混合,4.55%,1.62%,2.73%,10.17%,--,12.70%
001515,平安大华新鑫先锋C,4.51%,1.40%,-5.88%,-12.26%,--,-38.64%
001517,大成景裕灵活配置混合A,1.39%,1.49%,1.87%,5.61%,--,9.20%
001516,大成月月盈短期理财债券E,0.35%,1.02%,1.93%,3.30%,--,6.87%
001522,博时新策略灵活配置混合A,0.85%,1.35%,1.17%,3.22%,--,6.80%
001513,易方达信息产业混合,4.02%,5.68%,6.32%,--,--,6.00%
001512,易方达中债3-5年期国债指数,0.19%,-0.75%,-0.93%,0.00%,--,6.20%
001518,万家瑞兴,3.50%,0.57%,1.57%,24.17%,--,92.41%
001521,国寿安保成长优选股票,4.95%,8.96%,10.72%,22.58%,--,16.70%
001523,博时新策略灵活配置混合C,-0.19%,1.98%,--,--,--,2.80%
001524,华泰柏瑞精选回报混合,1.81%,1.40%,1.72%,3.67%,--,3.71%
001527,鑫元安鑫宝货币B,0.32%,0.94%,1.75%,3.08%,--,5.44%
001526,鑫元安鑫宝货币A,0.34%,0.50%,0.50%,--,--,0.50%
001528,诺安先进制造股票,7.51%,6.77%,9.88%,24.23%,--,24.60%
001529,天弘云商宝,0.34%,1.01%,1.91%,3.18%,--,5.18%
001532,华安文体健康混合,--,--,--,--,--,0.00%
001531,招商安益保本混合,6.80%,0.28%,0.38%,0.09%,3.29%,--
001530,万家瑞富灵活配置混合,1.10%,1.03%,2.46%,--,--,2.48%
001534,华宝万物互联混合,4.38%,-0.13%,-6.15%,-11.38%,--,-23.70%
001533,华泰柏瑞爱利混合,2.01%,2.80%,3.92%,--,--,4.75%
001536,南方君选,1.60%,3.15%,4.85%,11.58%,--,12.92%
001537,中加改革红利混合,1.17%,0.95%,1.68%,5.12%,--,11.05%
001539,嘉实中证金融地产ETF联接,7.91%,2.72%,-1.91%,8.41%,--,13.12%
001542,国泰互联网+股票,4.50%,5.56%,10.83%,17.70%,--,46.30%
001540,浙商汇金转型驱动,4.14%,-0.14%,-3.32%,-12.38%,--,-27.10%
001535,景顺长城改革机遇灵活配置混,0.65%,3.16%,5.27%,12.76%,--,7.80%
001541,汇添富民营新动力股票,4.38%,1.00%,-2.48%,-2.58%,--,-9.50%
001538,上投摩根科技前沿灵活配置混合,3.37%,7.57%,6.75%,2.19%,--,-1.90%
001543,宝盈新锐混合,8.61%,10.09%,9.98%,11.27%,--,13.50%
001545,博时裕嘉纯债,0.15%,0.46%,0.81%,1.56%,--,2.58%
001546,博时裕盈纯债债券,-0.08%,-0.29%,-1.08%,1.25%,--,3.19%
001547,兴业聚惠灵活配置混合A,1.12%,1.12%,1.55%,2.26%,--,17.70%
001548,天弘上证50指数A,8.50%,7.30%,4.10%,18.72%,--,-4.86%
001552,天弘中证证券保险A,8.67%,3.10%,-3.31%,4.97%,--,-23.76%
001549,天弘上证50指数C,8.49%,7.24%,3.98%,18.44%,--,-5.39%
001551,天弘中证医药100C,2.13%,-2.62%,-6.32%,1.23%,--,-26.68%
001550,天弘中证医药100A,2.16%,-2.54%,-6.21%,1.43%,--,-26.34%
001555,天弘中证全指运输C,2.37%,1.01%,0.85%,6.56%,--,-34.69%
001553,天弘中证证券保险C,8.65%,3.04%,-3.42%,4.75%,--,-24.14%
001554,天弘中证全指运输A,2.40%,1.08%,0.98%,6.80%,--,-34.35%
001556,天弘中证全指房地产A,3.59%,-2.40%,-7.01%,4.33%,--,-23.17%
001557,天弘中证全指房地产C,3.57%,-2.45%,-7.12%,4.09%,--,-23.60%
001560,天弘中证移动互联网A,2.03%,-4.21%,-8.39%,-10.82%,--,-41.06%
001561,天弘中证移动互联网C,2.00%,-4.28%,-8.51%,-11.02%,--,-41.40%
001558,天弘中证大宗商品股票指数A,-0.78%,-9.11%,-10.97%,0.10%,--,-29.96%
001563,华富健康文娱灵活配置混合,-1.53%,-5.65%,-5.45%,-6.91%,--,-9.80%
001566,南方利达A,0.47%,0.38%,1.04%,3.70%,--,6.40%
001564,东方红京东大数据混合,5.69%,3.89%,6.57%,24.35%,--,28.20%
001559,天弘中证大宗商品股票指数C,-0.80%,-9.17%,-11.08%,-0.13%,--,-30.33%
001565,永赢量化混合发起式,0.00%,1.10%,-0.72%,-1.55%,--,-17.20%
001570,南方利安A,-0.10%,-0.86%,-0.10%,2.66%,--,4.20%
001571,嘉合磐石A,0.18%,0.54%,1.18%,0.63%,--,11.90%
001568,泰达宏利增利混合,0.00%,-2.91%,-3.21%,--,--,-3.40%
001569,泰信国策驱动灵活配置混合,-4.51%,-14.02%,-18.34%,-17.18%,--,-30.10%
001572,嘉合磐石C,0.18%,0.46%,0.92%,0.27%,--,9.50%
001567,南方利达C,0.47%,0.28%,0.85%,3.61%,--,6.20%
001575,兴银稳健债券,0.10%,-0.20%,-1.98%,-1.10%,--,-0.90%
001574,中海混改红利混合,1.22%,3.62%,-0.72%,-8.28%,--,-16.90%
001576,国泰智能装备股票
001578,博时裕瑞纯债债券,0.12%,0.04%,-0.02%,1.00%,--,4.84%
001577,嘉实低价策略股票,4.02%,-1.24%,-1.80%,16.97%,--,3.40%
001579,国泰大农业股票
001580,南方利安C,-0.10%,-0.76%,0.10%,2.76%,--,4.30%
001582,大成景辉灵活配置混合A,1.25%,0.96%,1.84%,3.13%,--,5.40%
001584,国投瑞银新活力灵活配置混合A,2.03%,1.15%,1.44%,3.32%,--,5.91%
001581,华安沪港深通精选灵活配置混,4.49%,5.33%,--,--,--,4.70%
001583,安信新常态股票,8.04%,9.96%,10.18%,11.17%,--,11.50%
001586,天弘中证100指数A,8.59%,7.82%,5.21%,19.10%,--,-4.91%
001591,天弘中证环保产业C,-0.46%,-4.51%,-6.91%,0.13%,--,-22.04%
001585,国投瑞银新活力灵活配置混合C,2.04%,1.06%,1.74%,3.44%,--,5.51%
001587,天弘中证100指数C,8.56%,7.76%,5.08%,18.80%,--,-5.41%
001588,天弘中证800指数A,4.74%,1.36%,-0.84%,9.12%,--,-17.18%
001590,天弘中证环保产业A,-0.43%,-4.44%,-6.79%,0.38%,--,-21.61%
001589,天弘中证800指数C,4.73%,1.29%,-0.96%,8.85%,--,-17.58%
001592,天弘创业板A,-0.15%,-7.62%,-13.78%,-17.56%,--,-28.31%
001593,天弘创业板C,-0.17%,-7.67%,-13.89%,-17.74%,--,-28.82%
001596,信诚新泽A
001597,招商丰融混合A,3.32%,5.82%,6.10%,11.93%,--,18.20%
001594,天弘中证银行指数A,7.90%,1.89%,-1.65%,9.52%,--,-0.46%
001595,天弘中证银行指数C,7.89%,1.84%,-1.78%,9.26%,--,-1.00%
001599,天弘中证高端装备制造A,0.13%,-6.12%,-6.73%,-1.64%,--,-13.72%
001598,招商丰融混合C,3.30%,5.65%,5.84%,9.96%,--,15.90%
001600,天弘中证高端装备制造C,0.08%,-6.20%,-6.88%,-1.91%,--,-14.20%
001603,易方达安盈回报混合,6.73%,10.89%,--,--,--,11.00%
001602,鑫元鑫新收益灵活配置混合C,0.40%,-0.50%,-1.29%,-0.80%,--,0.78%
001601,鑫元鑫新收益灵活配置混合A,0.50%,-0.30%,-0.89%,0.08%,--,2.38%
001605,国富沪港深成长精选股票,1.18%,-6.72%,-10.50%,-16.16%,--,-13.90%
001604,浙商汇金转型升级灵活配置混,0.74%,-2.46%,-4.13%,-4.52%,--,-4.90%
001607,英大策略优选A,0.47%,-2.73%,-2.01%,5.47%,--,8.85%
001606,农银工业4.0混合,9.48%,6.16%,7.82%,12.27%,--,13.26%
001608,英大策略优选C,0.44%,-2.83%,-2.21%,-7.43%,--,-5.76%
001610,平安大华鑫享混合C,1.79%,0.37%,1.79%,3.94%,--,8.20%
001609,平安大华鑫享混合A,1.79%,0.37%,1.70%,3.75%,--,7.80%
001615,中欧睿尚定期开放混合,-0.10%,-0.57%,-0.57%,0.29%,--,4.40%
